deal_name,cik,accession,period_end,n_assets,period_chargeoff,period_recovery,period_net_loss,period_end_balance,cum_net_loss,original_pool_balance,cum_net_loss_rate
CPS Auto Receivables Trust 2022-C (subprime),0,sample-011,2023-05-31,33333,1673571.12,334714.22,1338856.9,1024604862.36,7201287.45,1330000000.0,0.005415
CPS Auto Receivables Trust 2022-C (subprime),0,sample-012,2023-06-30,32727,1972500.85,394500.17,1578000.68,1000007265.24,8779288.14,1330000000.0,0.006601
CPS Auto Receivables Trust 2022-C (subprime),0,sample-013,2023-07-31,32121,2319196.38,463839.28,1855357.1,975548513.48,10634645.24,1330000000.0,0.007996
CPS Auto Receivables Trust 2022-C (subprime),0,sample-014,2023-08-31,31515,2724486.78,544897.36,2179589.42,951230470.99,12814234.66,1330000000.0,0.009635
CPS Auto Receivables Trust 2022-C (subprime),0,sample-015,2023-09-30,30909,3182835.16,636567.03,2546268.13,927055063.65,15360502.79,1330000000.0,0.011549
CPS Auto Receivables Trust 2022-C (subprime),0,sample-016,2023-10-31,30303,3698922.92,739784.58,2959138.34,903024282.64,18319641.13,1330000000.0,0.013774
CPS Auto Receivables Trust 2022-C (subprime),0,sample-017,2023-11-30,29696,4306628.5,861325.7,3445302.8,879140188.01,21764943.93,1330000000.0,0.016365
CPS Auto Receivables Trust 2022-C (subprime),0,sample-018,2023-12-31,29090,4958708.31,991741.66,3966966.65,855404912.59,25731910.58,1330000000.0,0.019347
CPS Auto Receivables Trust 2022-C (subprime),0,sample-019,2024-01-31,28484,5666252.8,1133250.56,4533002.24,831820666.09,30264912.81,1330000000.0,0.022756
CPS Auto Receivables Trust 2022-C (subprime),0,sample-020,2024-02-29,27878,6404723.24,1280944.65,5123778.59,808389739.65,35388691.4,1330000000.0,0.026608
CPS Auto Receivables Trust 2022-C (subprime),0,sample-021,2024-03-31,27272,7229038.42,1445807.68,5783230.74,785114510.72,41171922.14,1330000000.0,0.030956
CPS Auto Receivables Trust 2022-C (subprime),0,sample-022,2024-04-30,26666,8050634.42,1610126.88,6440507.53,761997448.29,47612429.68,1330000000.0,0.035799
CPS Auto Receivables Trust 2022-C (subprime),0,sample-023,2024-05-31,26060,8867692.97,1773538.59,7094154.38,739041118.66,54706584.05,1330000000.0,0.041133
CPS Auto Receivables Trust 2022-C (subprime),0,sample-024,2024-06-30,25454,9673416.92,1934683.38,7738733.54,716248191.66,62445317.59,1330000000.0,0.046951
CPS Auto Receivables Trust 2022-C (subprime),0,sample-025,2024-07-31,24848,10382193.82,2076438.76,8305755.05,693621447.46,70751072.64,1330000000.0,0.053196
CPS Auto Receivables Trust 2022-C (subprime),0,sample-026,2024-08-31,24242,11004930.35,2200986.07,8803944.28,671163783.96,79555016.92,1330000000.0,0.059816
CPS Auto Receivables Trust 2022-C (subprime),0,sample-027,2024-09-30,23636,11486745.12,2297349.02,9189396.1,648878224.97,88744413.02,1330000000.0,0.066725
CPS Auto Receivables Trust 2022-C (subprime),0,sample-028,2024-10-31,23030,11797155.8,2359431.16,9437724.64,626767929.05,98182137.66,1330000000.0,0.073821
CPS Auto Receivables Trust 2022-C (subprime),0,sample-029,2024-11-30,22424,11847821.99,2369564.4,9478257.6,604836199.4,107660395.26,1330000000.0,0.080948
CPS Auto Receivables Trust 2022-C (subprime),0,sample-030,2024-12-31,21818,11859424.0,2371884.8,9487539.2,583086494.56,117147934.46,1330000000.0,0.088081
CPS Auto Receivables Trust 2022-C (subprime),0,sample-031,2025-01-31,21212,11584405.66,2316881.13,9267524.53,561522440.46,126415458.98,1330000000.0,0.095049
CPS Auto Receivables Trust 2022-C (subprime),0,sample-032,2025-02-28,20606,11126258.17,2225251.63,8901006.53,540147843.58,135316465.52,1330000000.0,0.101742
CPS Auto Receivables Trust 2022-C (subprime),0,sample-033,2025-03-31,20000,10712564.23,2142512.85,8570051.39,518966705.69,143886516.91,1330000000.0,0.108185
CPS Auto Receivables Trust 2022-C (subprime),0,sample-034,2025-04-30,19393,10044619.86,2008923.97,8035695.89,497983240.28,151922212.79,1330000000.0,0.114227
CPS Auto Receivables Trust 2022-C (subprime),0,sample-035,2025-05-31,18787,9269973.43,1853994.69,7415978.75,477201890.92,159338191.54,1330000000.0,0.119803
CPS Auto Receivables Trust 2022-C (subprime),0,sample-036,2025-06-30,18181,8399021.1,1679804.22,6719216.88,456627351.83,166057408.42,1330000000.0,0.124855
CPS Auto Receivables Trust 2022-C (subprime),0,sample-037,2025-07-31,17575,7645974.58,1529194.92,6116779.66,436264591.19,172174188.08,1330000000.0,0.129454
CPS Auto Receivables Trust 2022-C (subprime),0,sample-038,2025-08-31,16969,6749352.44,1349870.49,5399481.95,416118877.39,177573670.03,1330000000.0,0.133514
CPS Auto Receivables Trust 2022-C (subprime),0,sample-039,2025-09-30,16363,5981451.33,1196290.27,4785161.07,396195808.92,182358831.1,1330000000.0,0.137112
CPS Auto Receivables Trust 2022-C (subprime),0,sample-040,2025-10-31,15757,5158506.15,1031701.23,4126804.92,376501348.5,186485636.02,1330000000.0,0.140215
CPS Auto Receivables Trust 2022-C (subprime),0,sample-041,2025-11-30,15151,4585804.25,917160.85,3668643.4,357041862.22,190154279.42,1330000000.0,0.142973
CPS Auto Receivables Trust 2022-C (subprime),0,sample-042,2025-12-31,14545,3949601.02,789920.2,3159680.82,337824164.68,193313960.24,1330000000.0,0.145349
CPS Auto Receivables Trust 2022-C (subprime),0,sample-043,2026-01-31,13939,3301064.33,660212.87,2640851.46,318855571.37,195954811.7,1330000000.0,0.147334
CPS Auto Receivables Trust 2022-C (subprime),0,sample-044,2026-02-28,13333,2905691.81,581138.36,2324553.45,300143959.82,198279365.15,1330000000.0,0.149082
CPS Auto Receivables Trust 2022-C (subprime),0,sample-045,2026-03-31,12727,2477377.56,495475.51,1981902.05,281697841.43,200261267.19,1330000000.0,0.150572
CPS Auto Receivables Trust 2022-C (subprime),0,sample-046,2026-04-30,12121,2248239.91,449647.98,1798591.92,263526446.59,202059859.12,1330000000.0,0.151925
CPS Auto Receivables Trust 2022-C (subprime),0,sample-047,2026-05-31,11515,1860814.77,372162.95,1488651.82,245639826.18,203548510.94,1330000000.0,0.153044
CPS Auto Receivables Trust 2022-C (subprime),0,sample-048,2026-06-30,10909,1518247.81,303649.56,1214598.25,228048973.94,204763109.19,1330000000.0,0.153957
CPS Auto Receivables Trust 2022-C (subprime),0,sample-049,2026-07-31,10303,1300414.15,260082.83,1040331.32,210765975.16,205803440.51,1330000000.0,0.154739
CPS Auto Receivables Trust 2022-C (subprime),0,sample-050,2026-08-31,9696,1083524.66,216704.93,866819.73,193804189.72,206670260.24,1330000000.0,0.155391
CPS Auto Receivables Trust 2022-C (subprime),0,sample-051,2026-09-30,9090,893403.32,178680.66,714722.66,177178479.82,207384982.89,1330000000.0,0.155929
CPS Auto Receivables Trust 2022-C (subprime),0,sample-052,2026-10-31,8484,680068.23,136013.65,544054.58,160905497.61,207929037.47,1330000000.0,0.156338
CPS Auto Receivables Trust 2022-C (subprime),0,sample-053,2026-11-30,7878,629788.14,125957.63,503830.51,145004054.1,208432867.99,1330000000.0,0.156716
CPS Auto Receivables Trust 2022-C (subprime),0,sample-054,2026-12-31,7272,480006.31,96001.26,384005.05,129495600.97,208816873.04,1330000000.0,0.157005
CPS Auto Receivables Trust 2022-C (subprime),0,sample-055,2027-01-31,6666,353390.73,70678.15,282712.58,114404873.38,209099585.62,1330000000.0,0.157218
CPS Auto Receivables Trust 2022-C (subprime),0,sample-056,2027-02-28,6060,417969.87,83593.97,334375.9,99760768.73,209433961.52,1330000000.0,0.157469
CPS Auto Receivables Trust 2022-C (subprime),0,sample-057,2027-03-31,5454,347237.01,69447.4,277789.61,85597584.2,209711751.13,1330000000.0,0.157678
CPS Auto Receivables Trust 2022-C (subprime),0,sample-058,2027-04-30,4848,124738.63,24947.73,99790.91,71956822.41,209811542.03,1330000000.0,0.157753
CPS Auto Receivables Trust 2022-C (subprime),0,sample-059,2027-05-31,4242,212011.84,42402.37,169609.47,58889945.21,209981151.5,1330000000.0,0.157881
CPS Auto Receivables Trust 2022-C (subprime),0,sample-060,2027-06-30,3636,263715.49,52743.1,210972.39,46462816.28,210192123.89,1330000000.0,0.158039
CPS Auto Receivables Trust 2022-C (subprime),0,sample-061,2027-07-31,3030,238461.78,47692.36,190769.42,34763421.44,210382893.31,1330000000.0,0.158183
CPS Auto Receivables Trust 2022-C (subprime),0,sample-062,2027-08-31,2424,210502.48,42100.5,168401.98,23916749.56,210551295.29,1330000000.0,0.158309
CPS Auto Receivables Trust 2022-C (subprime),0,sample-063,2027-09-30,2000,111570.36,22314.07,89256.29,14118336.19,210640551.58,1330000000.0,0.158376
CPS Auto Receivables Trust 2022-C (subprime),0,sample-064,2027-10-31,2000,24128.43,4825.69,19302.75,5733826.2,210659854.33,1330000000.0,0.158391
CPS Auto Receivables Trust 2022-C (subprime),0,sample-065,2027-11-30,2000,-9609.89,-1921.98,-7687.91,0.0,210652166.41,1330000000.0,0.158385
American Credit Acceptance 2022-3 (subprime),0,sample-000,2022-09-30,40000,0.0,0.0,0.0,1454862527.97,0.0,1487000000.0,0.0
American Credit Acceptance 2022-3 (subprime),0,sample-001,2022-10-31,39333,674588.42,134917.68,539670.74,1422888058.69,539670.74,1487000000.0,0.000363
American Credit Acceptance 2022-3 (subprime),0,sample-002,2022-11-30,38666,804334.56,160866.91,643467.64,1391078554.54,1183138.38,1487000000.0,0.000796
American Credit Acceptance 2022-3 (subprime),0,sample-003,2022-12-31,38000,958026.51,191605.3,766421.21,1359436036.29,1949559.59,1487000000.0,0.001311
American Credit Acceptance 2022-3 (subprime),0,sample-004,2023-01-31,37333,1141056.16,228211.23,912844.93,1327962585.9,2862404.52,1487000000.0,0.001925
American Credit Acceptance 2022-3 (subprime),0,sample-005,2023-02-28,36666,1355910.64,271182.13,1084728.51,1296660349.53,3947133.03,1487000000.0,0.002654
American Credit Acceptance 2022-3 (subprime),0,sample-006,2023-03-31,36000,1609675.76,321935.15,1287740.61,1265531540.71,5234873.64,1487000000.0,0.00352
American Credit Acceptance 2022-3 (subprime),0,sample-007,2023-04-30,35333,1910569.62,382113.92,1528455.69,1234578443.79,6763329.34,1487000000.0,0.004548
American Credit Acceptance 2022-3 (subprime),0,sample-008,2023-05-31,34666,2259288.23,451857.65,1807430.58,1203803417.59,8570759.92,1487000000.0,0.005764
American Credit Acceptance 2022-3 (subprime),0,sample-009,2023-06-30,34000,2670419.48,534083.9,2136335.59,1173208899.37,10707095.5,1487000000.0,0.0072
American Credit Acceptance 2022-3 (subprime),0,sample-010,2023-07-31,33333,3146129.95,629225.99,2516903.96,1142797409.0,13223999.47,1487000000.0,0.008893
American Credit Acceptance 2022-3 (subprime),0,sample-011,2023-08-31,32666,3686686.89,737337.38,2949349.51,1112571553.53,16173348.98,1487000000.0,0.010876
American Credit Acceptance 2022-3 (subprime),0,sample-012,2023-09-30,32000,4317466.53,863493.31,3453973.22,1082534032.08,19627322.2,1487000000.0,0.013199
American Credit Acceptance 2022-3 (subprime),0,sample-013,2023-10-31,31333,5047810.97,1009562.19,4038248.78,1052687641.11,23665570.98,1487000000.0,0.015915
American Credit Acceptance 2022-3 (subprime),0,sample-014,2023-11-30,30666,5829770.53,1165954.11,4663816.42,1023035280.11,28329387.4,1487000000.0,0.019051
American Credit Acceptance 2022-3 (subprime),0,sample-015,2023-12-31,30000,6708626.03,1341725.21,5366900.82,993579957.79,33696288.22,1487000000.0,0.022661
American Credit Acceptance 2022-3 (subprime),0,sample-016,2024-01-31,29333,7685157.84,1537031.57,6148126.28,964324798.7,39844414.5,1487000000.0,0.026795
American Credit Acceptance 2022-3 (subprime),0,sample-017,2024-02-29,28666,8768577.71,1753715.54,7014862.17,935273050.56,46859276.66,1487000000.0,0.031513
American Credit Acceptance 2022-3 (subprime),0,sample-018,2024-03-31,28000,9890118.91,1978023.78,7912095.12,906428092.1,54771371.79,1487000000.0,0.036833
American Credit Acceptance 2022-3 (subprime),0,sample-019,2024-04-30,27333,11046182.52,2209236.5,8836946.01,877793441.69,63608317.8,1487000000.0,0.042776
American Credit Acceptance 2022-3 (subprime),0,sample-020,2024-05-31,26666,12247284.72,2449456.94,9797827.78,849372766.69,73406145.58,1487000000.0,0.049365
American Credit Acceptance 2022-3 (subprime),0,sample-021,2024-06-30,26000,13265211.15,2653042.23,10612168.92,821169893.78,84018314.5,1487000000.0,0.056502
American Credit Acceptance 2022-3 (subprime),0,sample-022,2024-07-31,25333,14403144.95,2880628.99,11522515.96,793188820.21,95540830.46,1487000000.0,0.064251
American Credit Acceptance 2022-3 (subprime),0,sample-023,2024-08-31,24666,15374225.69,3074845.14,12299380.55,765433726.24,107840211.01,1487000000.0,0.072522
American Credit Acceptance 2022-3 (subprime),0,sample-024,2024-09-30,24000,16009512.31,3201902.46,12807609.85,737908988.74,120647820.86,1487000000.0,0.081135
American Credit Acceptance 2022-3 (subprime),0,sample-025,2024-10-31,23333,16557685.27,3311537.05,13246148.22,710619196.4,133893969.08,1487000000.0,0.090043
American Credit Acceptance 2022-3 (subprime),0,sample-026,2024-11-30,22666,16802441.97,3360488.39,13441953.57,683569166.4,147335922.65,1487000000.0,0.099083
American Credit Acceptance 2022-3 (subprime),0,sample-027,2024-12-31,22000,16786263.33,3357252.67,13429010.67,656763963.08,160764933.32,1487000000.0,0.108114
American Credit Acceptance 2022-3 (subprime),0,sample-028,2025-01-31,21333,16545346.05,3309069.21,13236276.84,630208918.7,174001210.15,1487000000.0,0.117015
American Credit Acceptance 2022-3 (subprime),0,sample-029,2025-02-28,20666,16144151.78,3228830.36,12915321.43,603909656.69,186916531.58,1487000000.0,0.1257
American Credit Acceptance 2022-3 (subprime),0,sample-030,2025-03-31,20000,15446266.03,3089253.21,12357012.82,577872117.71,199273544.4,1487000000.0,0.13401
American Credit Acceptance 2022-3 (subprime),0,sample-031,2025-04-30,19333,14369854.65,2873970.93,11495883.72,552102589.08,210769428.12,1487000000.0,0.141741
American Credit Acceptance 2022-3 (subprime),0,sample-032,2025-05-31,18666,13503067.46,2700613.49,10802453.97,526607738.08,221571882.09,1487000000.0,0.149006
American Credit Acceptance 2022-3 (subprime),0,sample-033,2025-06-30,18000,12223695.41,2444739.08,9778956.33,501394649.73,231350838.42,1487000000.0,0.155582
American Credit Acceptance 2022-3 (subprime),0,sample-034,2025-07-31,17333,11213060.27,2242612.05,8970448.21,476470869.97,240321286.63,1487000000.0,0.161615
American Credit Acceptance 2022-3 (subprime),0,sample-035,2025-08-31,16666,9891355.18,1978271.04,7913084.15,451844455.24,248234370.78,1487000000.0,0.166936
American Credit Acceptance 2022-3 (subprime),0,sample-036,2025-09-30,16000,8789820.67,1757964.13,7031856.54,427524029.55,255266227.32,1487000000.0,0.171665
American Credit Acceptance 2022-3 (subprime),0,sample-037,2025-10-31,15333,7752972.91,1550594.58,6202378.33,403518850.84,261468605.65,1487000000.0,0.175836
American Credit Acceptance 2022-3 (subprime),0,sample-038,2025-11-30,14666,7053794.44,1410758.89,5643035.55,379838888.28,267111641.2,1487000000.0,0.179631
American Credit Acceptance 2022-3 (subprime),0,sample-039,2025-12-31,14000,5932426.53,1186485.31,4745941.22,356494913.26,271857582.42,1487000000.0,0.182823
American Credit Acceptance 2022-3 (subprime),0,sample-040,2026-01-31,13333,4968424.34,993684.87,3974739.47,333498607.02,275832321.89,1487000000.0,0.185496
American Credit Acceptance 2022-3 (subprime),0,sample-041,2026-02-28,12666,4426533.98,885306.8,3541227.19,310862689.19,279373549.08,1487000000.0,0.187877
American Credit Acceptance 2022-3 (subprime),0,sample-042,2026-03-31,12000,3658588.21,731717.64,2926870.57,288601072.59,282300419.65,1487000000.0,0.189846
American Credit Acceptance 2022-3 (subprime),0,sample-043,2026-04-30,11333,3095191.13,619038.23,2476152.9,266729051.42,284776572.55,1487000000.0,0.191511
American Credit Acceptance 2022-3 (subprime),0,sample-044,2026-05-31,10666,2769275.08,553855.02,2215420.06,245263532.91,286991992.61,1487000000.0,0.193001
American Credit Acceptance 2022-3 (subprime),0,sample-045,2026-06-30,10000,2266067.63,453213.53,1812854.11,224223325.51,288804846.72,1487000000.0,0.19422
American Credit Acceptance 2022-3 (subprime),0,sample-046,2026-07-31,9333,1942082.89,388416.58,1553666.31,203629502.88,290358513.03,1487000000.0,0.195265
American Credit Acceptance 2022-3 (subprime),0,sample-047,2026-08-31,8666,1613946.47,322789.29,1291157.18,183505870.77,291649670.21,1487000000.0,0.196133
American Credit Acceptance 2022-3 (subprime),0,sample-048,2026-09-30,7999,1394654.15,278930.83,1115723.32,163879576.79,292765393.53,1487000000.0,0.196883
American Credit Acceptance 2022-3 (subprime),0,sample-049,2026-10-31,7333,1188655.41,237731.08,950924.32,144781923.79,293716317.85,1487000000.0,0.197523
American Credit Acceptance 2022-3 (subprime),0,sample-050,2026-11-30,6666,745606.18,149121.24,596484.95,126249482.12,294312802.8,1487000000.0,0.197924
American Credit Acceptance 2022-3 (subprime),0,sample-051,2026-12-31,6000,878358.61,175671.72,702686.89,108325655.6,295015489.69,1487000000.0,0.198396
American Credit Acceptance 2022-3 (subprime),0,sample-052,2027-01-31,5333,566119.38,113223.88,452895.51,91062966.73,295468385.2,1487000000.0,0.198701
American Credit Acceptance 2022-3 (subprime),0,sample-053,2027-02-28,4666,405417.5,81083.5,324334.0,74526541.64,295792719.2,1487000000.0,0.198919
American Credit Acceptance 2022-3 (subprime),0,sample-054,2027-03-31,3999,466921.93,93384.39,373537.54,58799732.27,296166256.74,1487000000.0,0.19917
American Credit Acceptance 2022-3 (subprime),0,sample-055,2027-04-30,3333,405680.73,81136.15,324544.58,43993886.67,296490801.32,1487000000.0,0.199389
American Credit Acceptance 2022-3 (subprime),0,sample-056,2027-05-31,2666,254508.24,50901.65,203606.6,30267181.02,296694407.92,1487000000.0,0.199525
American Credit Acceptance 2022-3 (subprime),0,sample-057,2027-06-30,2000,370031.38,74006.28,296025.1,17867069.94,296990433.02,1487000000.0,0.199725
American Credit Acceptance 2022-3 (subprime),0,sample-058,2027-07-31,2000,82516.86,16503.37,66013.49,7256285.19,297056446.51,1487000000.0,0.199769
American Credit Acceptance 2022-3 (subprime),0,sample-059,2027-08-31,2000,148644.89,29728.98,118915.91,0.0,297175362.42,1487000000.0,0.199849
